Speed,Stage,Event,Finish,Distance,Winner, 
"26,763",Tour de France 1913 - Stage12 ,Stage in line,Belfort,335,Marcel Buysse,
"26,740",Tour de France 1921 - Stage3 ,Stage in line,Brest,405,Léon Scieur,
"26,730",Tour de France 1919 - Stage8 ,Stage in line,Marseille,370,Jean Alavoine,
"26,730",Tour de France 1931 - Stage15 ,Stage in line,Gap,233.0,Jef Demuysere,
"26,723",Tour de France 1920 - Stage13 ,Stage in line,Metz,300.0,Philippe Thys,
"26,705",Tour de France 1936 - Stage20a ,Stage in line,Vire,204.0,René Le Grevès,
"26,705",Tour de France 1922 - Stage7 ,Stage in line,Perpignan,323,Jean Alavoine,
"26,696",Tour de France 1931 - Stage19 ,Stage in line,Belfort,282.0,Rafaele di Paco,
"26,691",Tour de France 1931 - Stage17 ,Stage in line,Aix-les-Bains,230.0,Max Bulla,
"26,640",Tour de France 1936 - Stage13a ,Stage in line,Nîmes,112,René Le Grevès,
"26,634",Tour de France 1920 - Stage8 ,Stage in line,Aix-en-Provence,325,Louis Heusghem,
"26,604",Tour de France 1911 - Stage12 ,Stage in line,Brest,470,Marcel Godivier,
"26,601",Tour de France 1938 - Stage8 ,Stage in line,Bagnères-de-Luchon,193,Félicien Vervaecke,
"26,568",Tour de France 1912 - Stage6 ,Stage in line,Nice,323,Octave Lapize,
"26,554",Tour de France 1910 - Stage9 ,Stage in line,Bagnères-de-Luchon,289,Octave Lapize,
"26,553",Tour de France 1979 - Stage2 ITT,Individual time trial,Superbagnères,23.89,Bernard Hinault,
"26,539",Tour de France 1927 - Stage 12 RR,Stage in line,Perpignan,323,Gustaaf Van Slembrouck,
"26,533",Tour de France 1921 - Stage4 ,Stage in line,"Les Sables-d'Olonne",412,Louis Mottiat,
"26,485",Tour de France 1974 - Stage16 ,Stage in line,"Pla d'Adet",209.0,Raymond Poulidor,
"26,426",Tour de France 1919 - Stage13 ,Stage in line,Metz,315.0,Luigi Lucotti,
"26,425",Tour de France 1923 - Stage11 ,Stage in line,Geneva,260.0,Henri Pélissier,
"26,413",Tour de France 1933 - Stage15 ,Stage in line,Ax-les-Thermes,158,Jean Aerts,
"26,404",Tour de France 1933 - Stage18 ,Stage in line,Pau,185,Learco Guerra,
"26,400",Tour de France 1934 - Stage7 ,Stage in line,Grenoble,229.0,René Vietto,
"26,363",Tour de France 1925 - Stage6 ,Stage in line,Bordeaux,293.0,Ottavio Bottecchia,
"26,353",Tour de France 1930 - Stage18 ,Stage in line,Metz,223.0,Charles Pélissier,
"26,325",Tour de France 1934 - Stage18 ,Stage in line,Pau,172.0,René Vietto,
"26,310",Tour de France 1904 - Stage1 ,Stage in line,Lyon,467,Michel Frédérick,
"26,305",Tour de France 1903 - Stage1 ,Stage in line,Lyon,467,Maurice Garin,
"26,279",Tour de France 1949 - Stage 16 RR,Stage in line,Briançon,274.0,Gino Bartali,
"26,276",Tour de France 1935 - Stage14a ,Stage in line,Narbonne,103,René Le Grevès,
"26,266",Tour de France 1926 - Stage1 ,Stage in line,Mulhouse,373,Jules Buysse,
"26,261",Tour de France 1923 - Stage8 ,Stage in line,Toulon,427,Lucien Buysse,
"26,246",Tour de France 1905 - Stage7 ,Stage in line,Bordeaux,268.0,Louis Trousselier,
"26,233",Tour de France 1933 - Stage7 ,Stage in line,Grenoble,229.0,Learco Guerra,
"26,227",Tour de France 1913 - Stage9 ,Stage in line,Nice,356,Firmin Lambot,
"26,198",Tour de France 1911 - Stage6 ,Stage in line,Nice,348.0,François Faber,
"26,176",Tour de France 1937 - Stage14c ,Stage in line,Bagnères-de-Luchon,167.0,Eloï Meulenberg,
"26,174",Tour de France 1912 - Stage8 ,Stage in line,Perpignan,335,Vincenzo Borgarello,
"26,149",Tour de France 1927 - Stage 10 RR,Stage in line,Bayonne,189,Pé Verhaegen,
"26,136",Tour de France 1923 - Stage2 ,Stage in line,Cherbourg,371,Ottavio Bottecchia,
"26,135",Tour de France 1920 - Stage1 ,Stage in line,Le Havre,388,Louis Mottiat,
"26,127",Tour de France 1928 - Stage14 ,Stage in line,Évian-les-Bains,329,Julien Moineau,
"26,127",Tour de France 1919 - Stage3 ,Stage in line,Brest,405,Francis Pélissier,
"26,111",Tour de France 1925 - Stage14 ,Stage in line,Évian-les-Bains,303.0,Hector Martin,
"26,108",Tour de France 1905 - Stage4 ,Stage in line,Toulon,348.0,Hippolyte Aucouturier,
"26,054",Tour de France 1939 - Stage15 ,Stage in line,Briançon,219.0,Sylvère Maes,
"26,032",Tour de France 1922 - Stage8 ,Stage in line,Toulon,411,Philippe Thys,
"26,031",Tour de France 1914 - Stage11 ,Stage in line,Geneva,325,Gustave Garrigou,
"25,973",Tour de France 1919 - Stage4 ,Stage in line,"Les Sables-d'Olonne",412,Jean Alavoine,
"25,950",Tour de France 1903 - Stage6 ,Stage in line,Paris,471,Maurice Garin,
"25,946",Tour de France 1905 - Stage5 ,Stage in line,Nîmes,192.0,Louis Trousselier,
"25,931",Tour de France 1928 - Stage10 ,Stage in line,Perpignan,323,André Leducq,
"25,928",Tour de France 1914 - Stage12 ,Stage in line,Belfort,325,Henri Pélissier,
"25,922",Tour de France 1907 - Stage12 ,Stage in line,Brest,321.0,Gustave Garrigou,
"25,906",Tour de France 1914 - Stage14 ,Stage in line,Dunkirk,390,François Faber,
"25,887",Tour de France 1933 - Stage9 ,Stage in line,Digne-les-Bains,227.0,Georges Speicher,
"25,881",Tour de France 1911 - Stage9 ,Stage in line,Bagnères-de-Luchon,289,Paul Duboc,
"25,870",Tour de France 1962 - Stage18 ,Stage in line,Briançon,241.5,Emile Daems,
"25,862",Tour de France 1923 - Stage13 ,Stage in line,Metz,300.0,Romain Bellenger,
"25,856",Tour de France 1931 - Stage9 ,Stage in line,Bagnères-de-Luchon,231.0,Antonin Magne,
"25,849",Tour de France 1903 - Stage5 ,Stage in line,Nantes,425,Maurice Garin,
"25,845",Tour de France 1924 - Stage13 ,Stage in line,Metz,300.0,Arsène Alancourt,
"25,826",Tour de France 1903 - Stage2 ,Stage in line,Marseille,374,Hippolyte Aucouturier,
"25,815",Tour de France 1929 - Stage21 ,Stage in line,Dieppe,234,André Leducq,
"25,796",Tour de France 1926 - Stage11 ,Stage in line,Perpignan,323,Lucien Buysse,
"25,764",Tour de France 1920 - Stage4 ,Stage in line,"Les Sables-d'Olonne",412,Henri Pélissier,
"25,742",Tour de France 1924 - Stage3 ,Stage in line,Brest,405,,
"25,735",Tour de France 1923 - Stage3 ,Stage in line,Brest,405,Henri Pélissier,
"25,720",Tour de France 1935 - Stage20a ,Stage in line,Vire,220.0,René Le Grevès,
"25,651",Tour de France 1921 - Stage5 ,Stage in line,Bayonne,482,Louis Mottiat,
"25,649",Tour de France 1931 - Stage18 ,Stage in line,Évian-les-Bains,204.0,Jef Demuysere,
"25,625",Tour de France 1931 - Stage10 ,Stage in line,Perpignan,322,Rafaele di Paco,
"25,605",Tour de France 1983 - Stage19 ITT,Individual time trial,Avoriaz,15,Lucien Van Impe,
"25,603",Tour de France 1932 - Stage20 ,Stage in line,Amiens,212.0,André Leducq,
"25,578",Tour de France 1907 - Stage13 ,Stage in line,Caen,415.0,Emile Georget,
"25,532",Tour de France 1932 - Stage14 ,Stage in line,Évian-les-Bains,204.0,Rafaele di Paco,
"25,506",Tour de France 1921 - Stage8 ,Stage in line,Toulon,411,Luigi Lucotti,
"25,500",Tour de France 1919 - Stage5 ,Stage in line,Bayonne,482,Jean Alavoine,
"25,495",Tour de France 1905 - Stage10 ,Stage in line,Caen,167.0,Jean-Baptiste Dortignacq,
"25,490",Tour de France 1924 - Stage7 ,Stage in line,Perpignan,323,Ottavio Bottecchia,
"25,472",Tour de France 1906 - Stage10 ,Stage in line,Nantes,391,Louis Trousselier,
"25,460",Tour de France 1914 - Stage15 ,Stage in line,Paris,340,Henri Pélissier,
"25,454",Tour de France 1924 - Stage2 ,Stage in line,Cherbourg,371,Romain Bellenger,
"25,447",Tour de France 1924 - Stage11 ,Stage in line,Gex,307,Nicolas Frantz,
"25,434",Tour de France 1919 - Stage11 ,Stage in line,Geneva,325,Honoré Barthélémy,
"25,419",Tour de France 1932 - Stage5 ,Stage in line,Bagnères-de-Luchon,229.0,Antonio Pesenti,
"25,370",Tour de France 1925 - Stage12 ,Stage in line,Nice,280.0,Lucien Buysse,
"25,350",Tour de France 1919 - Stage10 ,Stage in line,Grenoble,333,Honoré Barthélémy,
"25,336",Tour de France 1913 - Stage10 ,Stage in line,Grenoble,333,François Faber,
"25,331",Tour de France 1908 - Stage13 ,Stage in line,Caen,415.0,Georges Passerieu,
"25,311",Tour de France 1905 - Stage6 ,Stage in line,Toulouse,307,Jean-Baptiste Dortignacq,
"25,309",Tour de France 1924 - Stage1 ,Stage in line,Le Havre,381,Ottavio Bottecchia,
"25,308",Tour de France 1952 - Stage 21 RR,Stage in line,le Puy-de-Dôme,245.0,Fausto Coppi,
"25,287",Tour de France 1925 - Stage17 ,Stage in line,Dunkirk,433,Hector Martin,
"25,250",Tour de France 1904 - Stage5 ,Stage in line,Nantes,425,Jean-Baptiste Dortignacq,
"25,250",Tour de France 1937 - Stage14a ,Stage in line,Bourg-Madame,99,Eloï Meulenberg,
"25,235",Tour de France 1923 - Stage7 ,Stage in line,Perpignan,323,Jean Alavoine,
"25,235",Tour de France 1922 - Stage14 ,Stage in line,Dunkirk,432,Félix Sellier,
"25,218",Tour de France 1905 - Stage9 ,Stage in line,Rennes,263.0,Louis Trousselier,
"25,201",Tour de France 1926 - Stage7 ,Stage in line,"Les Sables-d'Olonne",412,Nicolas Frantz,
"25,193",Tour de France 1926 - Stage3 ,Stage in line,Dunkirk,433,Gustaaf Van Slembrouck,
"25,082",Tour de France 1921 - Stage1 ,Stage in line,Le Havre,388,Louis Mottiat,
"25,078",Tour de France 1926 - Stage5 ,Stage in line,Cherbourg,357,Adelin Benoit,
"25,077",Tour de France 1920 - Stage3 ,Stage in line,Brest,405,Henri Pélissier,
"25,071",Tour de France 1922 - Stage1 ,Stage in line,Le Havre,381,Robert Jacquinot,
"25,040",Tour de France 1927 - Stage 13 RR,Stage in line,Marseille,360,Maurice Dewaele,
"25,003",Tour de France 1929 - Stage14 ,Stage in line,Grenoble,333,Gaston Rebry,
"25,001",Tour de France 1924 - Stage8 ,Stage in line,Toulon,427,Louis Mottiat,
"24,999",Tour de France 1929 - Stage15 ,Stage in line,Évian-les-Bains,329,Julien Vervaecke,
"24,999",Tour de France 1924 - Stage4 ,Stage in line,"Les Sables-d'Olonne",412,Félix Goethals,
"24,979",Tour de France 1926 - Stage6 ,Stage in line,Brest,405,Joseph Van Dam,
"24,934",Tour de France 1926 - Stage15 ,Stage in line,Évian-les-Bains,303.0,Joseph Van Dam,
"24,911",Tour de France 1922 - Stage13 ,Stage in line,Metz,300.0,Federico Gay,
"24,905",Tour de France 1925 - Stage16 ,Stage in line,Metz,334,Hector Martin,
"24,902",Tour de France 1921 - Stage7 ,Stage in line,Perpignan,323,Louis Mottiat,
"24,889",Tour de France 1923 - Stage12 ,Stage in line,Strasbourg,377.0,Joseph Müller,
"24,884",Tour de France 1906 - Stage11 ,Stage in line,Brest,321.0,Louis Trousselier,
"24,840",Tour de France 1977 - Stage15b ITT,Individual time trial,Avoriaz,14,Lucien Van Impe,
"24,836",Tour de France 1925 - Stage4 ,Stage in line,Vannes,208,Nicolas Frantz,
"24,834",Tour de France 1938 - Stage14 ,Stage in line,Briançon,219.0,Gino Bartali,
"24,815",Tour de France 1939 - Stage16a ,Stage in line,Bonneval-sur-Arc,126,Pierre Jaminet,
"24,813",Tour de France 1926 - Stage12 ,Stage in line,Toulon,427,Nicolas Frantz,
"24,766",Tour de France 1922 - Stage5 ,Stage in line,Bayonne,482,Jean Alavoine,
"24,763",Tour de France 1926 - Stage2 ,Stage in line,Metz,334,Aimé Dossche,
"24,743",Tour de France 1926 - Stage9 ,Stage in line,Bayonne,189,Nicolas Frantz,
"24,738",Tour de France 1919 - Stage9 ,Stage in line,Nice,338,Honoré Barthélémy,
"24,733",Tour de France 1925 - Stage3 ,Stage in line,Brest,405,Louis Mottiat,
"24,717",Tour de France 1920 - Stage12 ,Stage in line,Strasbourg,354.0,Philippe Thys,
"24,699",Tour de France 1928 - Stage11 ,Stage in line,Marseille,363,André Leducq,
"24,686",Tour de France 1904 - Stage2 ,Stage in line,Marseille,374,Alfred Faure,
"24,683",Tour de France 1930 - Stage9 ,Stage in line,Bagnères-de-Luchon,231.0,Alfredo Binda,
"24,654",Tour de France 1971 - Stage15 ,Stage in line,Superbagnères,19.6,José Manuel Fuente,
"24,652",Tour de France 1930 - Stage21 ,Stage in line,Paris,300.0,Charles Pélissier,
"24,630",Tour de France 1927 - Stage 24 RR,Stage in line,Paris,344,André Leducq,
"24,586",Tour de France 1925 - Stage10 ,Stage in line,Nîmes,215.0,Theofiel Beeckman,
"24,570",Tour de France 1925 - Stage2 ,Stage in line,Cherbourg,371,Romain Bellenger,
"24,567",Tour de France 1925 - Stage9 ,Stage in line,Perpignan,323,Nicolas Frantz,
"24,519",Tour de France 1921 - Stage12 ,Stage in line,Strasbourg,371,Honoré Barthélémy,
"24,508",Tour de France 1924 - Stage5 ,Stage in line,Bayonne,482,Omer Huyse,
"24,497",Tour de France 1919 - Stage12 ,Stage in line,Strasbourg,371,Luigi Lucotti,
"24,494",Tour de France 1921 - Stage14 ,Stage in line,Dunkirk,433,Félix Goethals,
"24,448",Tour de France 1919 - Stage7 ,Stage in line,Perpignan,323,Jean Alavoine,
"24,426",Tour de France 1920 - Stage5 ,Stage in line,Bayonne,482,Firmin Lambot,
"24,351",Tour de France 1919 - Stage1 ,Stage in line,Le Havre,388,Jean Rossius,
"24,309",Tour de France 1922 - Stage12 ,Stage in line,Strasbourg,371,Emile Masson Sr.,
"24,307",Tour de France 1926 - Stage13 ,Stage in line,Nice,280.0,Nicolas Frantz,
"24,293",Tour de France 1928 - Stage22 ,Stage in line,Paris,330.0,Nicolas Frantz,
"24,283",Tour de France 1953 - Stage10 ,Stage in line,Cauterets,103,Jésus Loroño,
"24,238",Tour de France 1930 - Stage16 ,Stage in line,Évian-les-Bains,331,André Leducq,
"24,163",Tour de France 1914 - Stage10 ,Stage in line,Grenoble,323,Henri Pélissier,
"24,147",Tour de France 1926 - Stage4 ,Stage in line,Le Havre,361,Félix Sellier,
"24,122",Tour de France 1928 - Stage12 ,Stage in line,Nice,330.0,Nicolas Frantz,
"24,102",Tour de France 1930 - Stage15 ,Stage in line,Grenoble,333,Learco Guerra,
"24,095",Tour de France 1905 - Stage11 ,Stage in line,Paris,253.0,Jean-Baptiste Dortignacq,
"24,079",Tour de France 1922 - Stage9 ,Stage in line,Nice,281.0,Philippe Thys,
"24,063",Tour de France 1972 - Stage15 ,Stage in line,Le Revard,28,Cyrille Guimard,
"24,056",Tour de France 1922 - Stage2 ,Stage in line,Cherbourg,364,Romain Bellenger,
"24,028",Tour de France 1922 - Stage11 ,Stage in line,Geneva,260.0,Emile Masson Sr.,
"23,999",Tour de France 1927 - Stage 15 RR,Stage in line,Nice,280.0,Nicolas Frantz,
"23,860",Tour de France 1928 - Stage9 ,Stage in line,Bagnères-de-Luchon,387,Victor Fontan,
"23,796",Tour de France 1920 - Stage2 ,Stage in line,Cherbourg,364,Philippe Thys,
"23,785",Tour de France 1921 - Stage9 ,Stage in line,Nice,272.0,Firmin Lambot,
"23,774",Tour de France 1923 - Stage5 ,Stage in line,Bayonne,482,Robert Jacquinot,
"23,769",Tour de France 1928 - Stage13 ,Stage in line,Grenoble,333,Antonin Magne,
"23,746",Tour de France 1926 - Stage8 ,Stage in line,Bordeaux,285.0,Joseph Van Dam,
"23,739",Tour de France 1925 - Stage15 ,Stage in line,Mulhouse,373,Nicolas Frantz,
"23,729",Tour de France 1904 - Stage6 ,Stage in line,Paris,462,Jean-Baptiste Dortignacq,
"23,715",Tour de France 1921 - Stage10 ,Stage in line,Grenoble,333,Léon Scieur,
"23,681",Tour de France 1927 - Stage 17 RR,Stage in line,Évian-les-Bains,283.0,Pé Verhaegen,
"23,608",Tour de France 1903 - Stage3 ,Stage in line,Toulouse,423,Hippolyte Aucouturier,
"23,604",Tour de France 1931 - Stage24 ,Stage in line,Paris,313.0,Charles Pélissier,
"23,591",Tour de France 1924 - Stage9 ,Stage in line,Nice,280.0,Philippe Thys,
"23,581",Tour de France 1920 - Stage7 ,Stage in line,Perpignan,323,Jean Rossius,
"23,442",Tour de France 1913 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Philippe Thys,
"23,436",Tour de France 2004 - Stage 16 ITT,Individual time trial,"Alpe d'Huez",15.5,Lance Armstrong,
"23,403",Tour de France 1920 - Stage15 ,Stage in line,Paris,340,Jean Rossius,
"23,337",Tour de France 1920 - Stage11 ,Stage in line,Gex,362.0,Léon Scieur,
"23,325",Tour de France 1920 - Stage14 ,Stage in line,Dunkirk,433,Félix Goethals,
"23,319",Tour de France 1926 - Stage16 ,Stage in line,Dijon,321.0,Camille Van de Casteele,
"23,286",Tour de France 1911 - Stage10 ,Stage in line,Bayonne,326,Gustave Garrigou,
"23,245",Tour de France 1924 - Stage15 ,Stage in line,Paris,343,Ottavio Bottecchia,
"23,173",Tour de France 1962 - Stage13 ITT,Individual time trial,Superbagnères,18.3,Federico Bahamontes,
"23,098",Tour de France 1921 - Stage11 ,Stage in line,Geneva,325,Félix Goethals,
"23,075",Tour de France 1923 - Stage9 ,Stage in line,Nice,281.0,Jean Alavoine,
"23,043",Tour de France 1925 - Stage18 ,Stage in line,Paris,343,Ottavio Bottecchia,
"23,039",Tour de France 1922 - Stage3 ,Stage in line,Brest,405,Robert Jacquinot,
"23,012",Tour de France 1910 - Stage10 ,Stage in line,Bayonne,326,Octave Lapize,
"22,988",Tour de France 1983 - Stage15 ITT,Individual time trial,le Puy-de-Dôme,15.6,Ángel Arroyo,
"22,960",Tour de France 1919 - Stage2 ,Stage in line,Cherbourg,364,Henri Pélissier,
"22,919",Tour de France 1926 - Stage14 ,Stage in line,Briançon,275.0,Bartolomeo Aimo,
"22,887",Tour de France 1923 - Stage14 ,Stage in line,Dunkirk,433,Félix Goethals,
"22,833",Tour de France 1926 - Stage17 ,Stage in line,Paris,341.0,Aimé Dossche,
"22,764",Tour de France 1912 - Stage10 ,Stage in line,Bayonne,326,Louis Mottiat,
"22,712",Tour de France 1924 - Stage12 ,Stage in line,Strasbourg,360,Nicolas Frantz,
"22,644",Tour de France 1919 - Stage15 ,Stage in line,Paris,340,Jean Alavoine,
"22,534",Tour de France 1906 - Stage12 ,Stage in line,Caen,415.0,Georges Passerieu,
"22,516",Tour de France 1922 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Jean Alavoine,
"22,509",Tour de France 1920 - Stage10 ,Stage in line,Grenoble,333,Hector Heusghem,
"22,379",Tour de France 1923 - Stage15 ,Stage in line,Paris,343,Félix Goethals,
"22,251",Tour de France 1914 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Firmin Lambot,
"22,236",Tour de France 1922 - Stage15 ,Stage in line,Paris,325,Philippe Thys,
"22,207",Tour de France 1919 - Stage14 ,Stage in line,Dunkirk,468,Firmin Lambot,
"22,050",Tour de France 1921 - Stage15 ,Stage in line,Paris,340,Félix Goethals,
"21,957",Tour de France 1929 - Stage9 ,Stage in line,Bagnères-de-Luchon,363,Salvador Cardona,
"21,891",Tour de France 1920 - Stage9 ,Stage in line,Nice,356,Philippe Thys,
"21,555",Tour de France 1923 - Stage10 ,Stage in line,Briançon,275.0,Henri Pélissier,
"21,504",Tour de France 1921 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Hector Heusghem,
"21,398",Tour de France 1924 - Stage10 ,Stage in line,Briançon,275.0,Giovanni Brunero,
"21,367",Tour de France 1920 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Firmin Lambot,
"21,347",Tour de France 1922 - Stage10 ,Stage in line,Briançon,274.0,Philippe Thys,
"21,333",Tour de France 1924 - Stage14 ,Stage in line,Dunkirk,433,Romain Bellenger,
"21,286",Tour de France 1925 - Stage8 ,Stage in line,Bagnères-de-Luchon,326,Adelin Benoit,
"21,206",Tour de France 1927 - Stage 16 RR,Stage in line,Briançon,275.0,Julien Vervaecke,
"21,159",Tour de France 1924 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Ottavio Bottecchia,
"21,018",Tour de France 1925 - Stage13 ,Stage in line,Briançon,275.0,Bartolomeo Aimo,
"20,768",Tour de France 1919 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Honoré Barthélémy,
"20,756",Tour de France 1958 - Stage18 ITT,Individual time trial,Mont-Ventoux,21.5,Charly Gaul,
"20,690",Tour de France 1959 - Stage15 ITT,Individual time trial,le Puy-de-Dôme,12.5,Federico Bahamontes,
"20,262",Tour de France 1923 - Stage6 ,Stage in line,Bagnères-de-Luchon,326,Jean Alavoine,
"19,855",Tour de France 1927 - Stage 11 RR,Stage in line,Bagnères-de-Luchon,326,Nicolas Frantz,
"18,778",Tour de France 1926 - Stage10 ,Stage in line,Bagnères-de-Luchon,323,Lucien Buysse,
"15,853",Tour de France 1962 - Stage2b TTT,Team time trial,Herentals,23,Faema (-1970),
"15,447",Tour de France 1963 - Stage2b TTT,Team time trial,Jambes,21.6,Pelforth (-1968),
"13,800",Tour de France 1954 - Stage4a TTT,Team time trial,Paris,10.4,Switzerland,
"13,584",Tour de France 1964 - Stage3b TTT,Team time trial,Vorst,21.3,Kas (-1979),
"11,934",Tour de France 1977 - Stage7b TTT,Team time trial,Angers,4.8,Fiat (-1979),
"10,347",Tour de France 1973 - Stage2a TTT,Team time trial,Sint-Niklaas,12.5,Watneys (-1974),
"10,112",Tour de France 1971 - Prologue TTT,Team time trial,Mulhouse,11,Molteni (-1976),
"10,015",Tour de France 1972 - Stage3b TTT,Team time trial,Merlin Plage,16.2,Molteni (-1976),
"9,621",Tour de France 1976 - Stage5a TTT,Team time trial,Leuven,4.3,T.I. Raleigh - Campagnolo (-1983),
"9,575",Tour de France 1969 - Stage1b TTT,Team time trial,Woluwe,15.6,Faema (-1970),
"9,551",Tour de France 1970 - Stage3a TTT,Team time trial,Angers,10.7,Faema (-1970),
"9,398",Tour de France 1967 - Stage5b TTT,Team time trial,Jambes,17,Belgium,
"8,958",Tour de France 1968 - Stage3a TTT,Team time trial,Vorst,22,Belgium,
